Unnamed: 0,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,Énergie produite annuelle (kWh / m2 de panneau)
204,"EV6 - La Loire à Vélo, de La Charité-sur-Loire à Cuffy (pont de Guétin)",https://www.af3v.org/les-voies-vertes/voies/214-ev6-la-loire-a-velo-de-la-charite-sur-loire-a-cuffy-pont-de-guetin,LA CHARITE SUR LOIRE,CUFFY,"29,8km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.00836,46.94703199999999,3.076268,47.174534&crs=EPSG:4326","('3.00836', '46.94703199999999')","('3.076268', '47.174534')","(3.042314, 47.060783)",281.3
205,"EV15 - Voie Verte du canal du Rhône au Rhin, de Strasbourg à Friesenheim",https://www.af3v.org/les-voies-vertes/voies/61-ev15-voie-verte-du-canal-du-rhone-au-rhin-de-strasbourg-a-friesenheim,STRASBOURG,FRIESENHEIM,"29,9km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.649841,48.319261,7.73875,48.57434&crs=EPSG:4326","('7.649841', '48.319261')","('7.73875', '48.57434')","(7.6942955, 48.446800499999995)",253.31
206,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte Chemin de la Moselle, de Apach à Thionville",https://www.af3v.org/les-voies-vertes/voies/24-v50-la-voie-bleue-moselle-saone-a-velo-voie-verte-chemin-de-la-moselle-de-apach-a-thionville,APACH,THIONVILLE,"30,2km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.174994999999999,49.353266999999995,6.373607,49.47095999999999&crs=EPSG:4326","('6.174994999999999', '49.353266999999995')","('6.373607', '49.47095999999999')","(6.2743009999999995, 49.41211349999999)",272.76
207,"EV3 / V41 - EV3 : La Scandibérique / V41 : St-Jacques à vélo via Chartres, de Bordeaux à La Brède",https://www.af3v.org/les-voies-vertes/voies/544-ev3-la-scandiberique-v41-st-jacques-a-velo-via-chartres-de-bordeaux-a-la-brede,BORDEAUX,LA BREDE,"30,2km",Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.618537,44.6808300848914,-0.5221758177511259,44.836896&crs=EPSG:4326","('-0.618537', '44.6808300848914')","('-0.5221758177511259', '44.836896')","(-0.5703564088755629, 44.7588630424457)",275.21
208,Véloroute de l'Ill (sud),https://www.af3v.org/les-voies-vertes/voies/789-veloroute-de-l-ill-sud,ALTKIRCH,RAEDERSDORF,"30,4km",Voie verte lisse,voie mixte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.210009,47.46957299999998,7.390351430315181,47.62767099999998&crs=EPSG:4326","('7.210009', '47.46957299999998')","('7.390351430315181', '47.62767099999998')","(7.3001802151575905, 47.54862199999998)",248.14
209,"V830 - La Rétro-Littorale, de Poussan à Montpellier",https://www.af3v.org/les-voies-vertes/voies/574-la-retro-littorale-de-poussan-a-montpellier,MONTPELLIER,POUSSAN,"30,6km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.6730871601534743,43.46906604866399,3.8962928179942407,43.6039938957477&crs=EPSG:4326","('3.6730871601534743', '43.46906604866399')","('3.8962928179942407', '43.6039938957477')","(3.7846899890738577, 43.53652997220584)",249.96
210,"EV3 - Scandibérique / EV6 : de l'Atlantique à la Mer Noire / La Loire à vélo, de Amboise à Tours",https://www.af3v.org/les-voies-vertes/voies/146-ev3-scandiberique-ev6-de-l-atlantique-a-la-mer-noire-la-loire-a-velo-de-amboise-a-tours,AMBOISE,TOURS,"30,7km",Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.688732,47.370212,0.9858380000000001,47.414416&crs=EPSG:4326","('0.688732', '47.370212')","('0.9858380000000001', '47.414416')","(0.8372850000000001, 47.392314)",273.39
211,"EV1 - La Vélodyssée, de Royan à Montalivet / Voie Verte du Littoral Atlantique",https://www.af3v.org/les-voies-vertes/voies/652-ev1-la-velodyssee-de-royan-a-montalivet-voie-verte-du-littoral-atlantique,ROYAN,VENDAYS MONTALIVET,"30,8km",Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.158356,45.37166185415559,-1.067391,45.567533&crs=EPSG:4326","('-1.158356', '45.37166185415559')","('-1.067391', '45.567533')","(-1.1128735, 45.469597427077794)",275.82
212,"V51a - Voie Verte de Bourgogne du sud en Val Lamartinien, de Cluny à Mâcon",https://www.af3v.org/les-voies-vertes/voies/43-voie-verte-de-bourgogne-du-sud-en-val-lamartinien-de-cluny-a-macon,CLUNY,MACON,"31,0km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.654413,46.289898,4.830105317055773,46.424823999999994&crs=EPSG:4326","('4.654413', '46.289898')","('4.830105317055773', '46.424823999999994')","(4.742259158527887, 46.357361)",254.24
213,V66 - La Rétro littorale de Sommières à Nîmes / Voie Verte de la Vaunage),https://www.af3v.org/les-voies-vertes/voies/138-la-retro-littorale-de-sommieres-a-nimes-voie-verte-de-la-vaunage,SOMMIERES,CAVEIRAC,"31,1km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.09137158840307,43.766056,4.374571528162712,43.827642262686474&crs=EPSG:4326","('4.09137158840307', '43.766056')","('4.374571528162712', '43.827642262686474')","(4.232971558282891, 43.79684913134324)",251.8
214,"EV1 - Vélodyssée, de Marennes à La Tremblade / Voie verte de Ronce les Bains à La Tremblade",https://www.af3v.org/les-voies-vertes/voies/116-velodyssee-de-marennes-a-la-tremblade-voie-verte-de-ronce-les-bains-a-la-tremblade,MARENNES,LA TREMBLADE,"31,2km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.233796,45.697288131053824,-1.101782,45.83742599999999&crs=EPSG:4326","('-1.233796', '45.697288131053824')","('-1.101782', '45.83742599999999')","(-1.167789, 45.76735706552691)",273.69
215,"V51a - Voie Verte de Bourgogne du sud, de Chalon-sur-Saône à St-Gengoux-le-National",https://www.af3v.org/les-voies-vertes/voies/44-v51a-voie-verte-de-bourgogne-du-sud-de-chalon-sur-saone-a-st-gengoux-le-national,CHALON SUR SAONE,ST GENGOUX LE NATIONAL,"31,3km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.668698737563429,46.60664920156713,4.857234,46.785013&crs=EPSG:4326","('4.668698737563429', '46.60664920156713')","('4.857234', '46.785013')","(4.762966368781715, 46.695831100783565)",255.13
216,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Fumay à Monthermé",https://www.af3v.org/les-voies-vertes/voies/719-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-fumay-a-montherme,FUMAY,MONTHERME,"31,4km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.644014,49.868747,4.735075,49.99743&crs=EPSG:4326","('4.644014', '49.868747')","('4.735075', '49.99743')","(4.6895445, 49.9330885)",265.78
217,"EV3 - La Scandibérique / Voie Verte Coulée d'Oc, de Marthon à Angoulême",https://www.af3v.org/les-voies-vertes/voies/81-ev3-la-scandiberique-voie-verte-coulee-d-oc-de-marthon-a-angouleme,MORNAC,SOUFFRIGNAC,"31,4km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.151852,45.60998800000001,0.47394800000000004,45.679973000000004&crs=EPSG:4326","('0.151852', '45.60998800000001')","('0.47394800000000004', '45.679973000000004')","(0.3129, 45.6449805)",273.37
218,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Givet à Fumay",https://www.af3v.org/les-voies-vertes/voies/83-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-givet-a-fumay,GIVET,FUMAY,"31,5km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.695561,49.993984,4.828970075023908,50.154211999999994&crs=EPSG:4326","('4.695561', '49.993984')","('4.828970075023908', '50.154211999999994')","(4.762265537511954, 50.07409799999999)",265.49
219,Véloroute Molsheim - Saverne,https://www.af3v.org/les-voies-vertes/voies/790-veloroute-molsheim-saverne,MOLSHEIM,SAVERNE,"31,5km",Voie verte lisse,voie verte et route,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.360330000000001,48.539908,7.503589999999999,48.741364999999995&crs=EPSG:4326","('7.360330000000001', '48.539908')","('7.503589999999999', '48.741364999999995')","(7.43196, 48.6406365)",252.71
220,V111 - Véloroute du vignoble d'Alsace (variante),https://www.af3v.org/les-voies-vertes/voies/704-vv111-veloroute-du-vignoble-d-alsace-variante,CHATENOIS,WINTZENHEIM,"31,7km",Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.279435,48.06987199999999,7.406794,48.27653068727218&crs=EPSG:4326","('7.279435', '48.06987199999999')","('7.406794', '48.27653068727218')","(7.3431145, 48.17320134363608)",253.02
221,EV5 / V52 - Via Romea Francigena / V52,https://www.af3v.org/les-voies-vertes/voies/697-via-romea-francigena-v52,HESSE,SAVERNE,"31,7km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.033656,48.691697,7.361323,48.74199099999999&crs=EPSG:4326","('7.033656', '48.691697')","('7.361323', '48.74199099999999')","(7.1974895, 48.716843999999995)",256.36
222,V861 - Via Venaissia / Voie verte d'Orange à Velleron,https://www.af3v.org/les-voies-vertes/voies/418-via-venaissia-voie-verte-d-orange-a-velleron,ORANGE,VELLERON,"31,8km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.836394516287026,43.9607629588927,5.04982635944112,44.135213698909894&crs=EPSG:4326","('4.836394516287026', '43.9607629588927')","('5.04982635944112', '44.135213698909894')","(4.943110437864073, 44.0479883289013)",262.45
223,Voie Verte Boucle de la Moselle tronçon 1,https://www.af3v.org/les-voies-vertes/voies/29-voie-verte-boucle-de-la-moselle-troncon-1,POMPEY,TOUL,"32,3km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.899095,48.63044384324959,6.208197,48.779283&crs=EPSG:4326","('5.899095', '48.63044384324959')","('6.208197', '48.779283')","(6.0536460000000005, 48.70486342162479)",258.19
224,"V46 - V46 : Cœur de France à vélo / Canal de Berry, de Vierzon à Bourges",https://www.af3v.org/les-voies-vertes/voies/925-v46-c-ur-de-france-a-velo-canal-de-berry-de-vierzon-a-bourges,VIERZON,BOURGES,"32,5km",Voie verte lisse,Voie Verte,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.07262020189834,47.07918800000001,2.3898670000000006,47.219990275724385&crs=EPSG:4326","('2.07262020189834', '47.07918800000001')","('2.3898670000000006', '47.219990275724385')","(2.2312436009491705, 47.14958913786219)",275.82
225,"V16 - ""V16 : Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Mesnières en Bray à Dieppe""",https://www.af3v.org/les-voies-vertes/voies/1219-v16-avenue-verte-london-paris-voie-verte-du-pays-de-bray-de-mesnieres-en-bray-a-dieppe,MESNIERES EN BRAY,DIEPPE,"32,6km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.081865980716059,49.76067393549589,1.3796611074728766,49.93430445390104&crs=EPSG:4326","('1.081865980716059', '49.76067393549589')","('1.3796611074728766', '49.93430445390104')","(1.2307635440944678, 49.84748919469847)",268.21
226,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Méréville à Charmes",https://www.af3v.org/les-voies-vertes/voies/826-la-voie-bleue-moselle-saone-a-velo-de-mereville-a-charmes,MEREVILLE,CHARMES,"32,7km",Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.15389476349629,48.374159,6.29874812049975,48.60232214018279&crs=EPSG:4326","('6.15389476349629', '48.374159')","('6.29874812049975', '48.60232214018279')","(6.226321441998021, 48.48824057009139)",258.48
227,"Véloroute Vallée du Tarn-Causses-Sud Cévennes (V85), de Montauban à Saint-Sulpice-la-Pointe / Voie Verte Bressols-Villemur-sur-Tarn-Bessières",https://www.af3v.org/les-voies-vertes/voies/575-veloroute-vallee-du-tarn-causses-sud-cevennes-v85-de-montauban-a-saint-sulpice-la-pointe-voie-verte-bressols-villemur-sur-tarn-bessieres,MONTAUBAN,ST SULPICE LA POINTE,"32,8km",Voie verte lisse,Ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3360400000000001,43.78272089601298,1.6205449904417855,43.96723199999999&crs=EPSG:4326","('1.3360400000000001', '43.78272089601298')","('1.6205449904417855', '43.96723199999999')","(1.478292495220893, 43.874976448006485)",244.79
228,"V70 - La Régordane, de Alès à Quissac",https://www.af3v.org/les-voies-vertes/voies/363-la-regordane-de-ales-a-quissac,ALES,QUISSAC,"33,0km",Voie verte lisse,Rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.000676,43.91273399999998,4.095016,44.146248&crs=EPSG:4326","('4.000676', '43.91273399999998')","('4.095016', '44.146248')","(4.047846, 44.02949099999999)",255.44
229,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Thionville à Metz",https://www.af3v.org/les-voies-vertes/voies/345-v50-la-voie-bleue-moselle-saone-a-velo-de-thionville-a-metz,THIONVILLE,METZ,"33,0km",Voie verte lisse,Rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.162292,49.12996999999999,6.204124,49.35338000000001&crs=EPSG:4326","('6.162292', '49.12996999999999')","('6.204124', '49.35338000000001')","(6.1832080000000005, 49.241675)",272.16
230,"EV1 - La Vélodyssée, de Parentis-en-Born à Mimizan",https://www.af3v.org/les-voies-vertes/voies/82-ev1-la-velodyssee-de-parentis-en-born-a-mimizan,PARENTIS EN BORN,MIMIZAN,"33,0km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.2956250000000002,44.20424200856879,-1.073737,44.346509&crs=EPSG:4326","('-1.2956250000000002', '44.20424200856879')","('-1.073737', '44.346509')","(-1.184681, 44.2753755042844)",272.47
231,"EV4 - La Vélomaritime, de Le Touquet-Paris-Plage à Boulogne-sur-Mer",https://www.af3v.org/les-voies-vertes/voies/683-ev4-la-velomaritime-de-le-touquet-paris-plage-a-boulogne-sur-mer,BOULOGNE SUR MER,ETAPLES,"33,2km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.57258801664512,50.509558,1.637141628712003,50.723470999999996&crs=EPSG:4326","('1.57258801664512', '50.509558')","('1.637141628712003', '50.723470999999996')","(1.6048648226785616, 50.616514499999994)",265.17
232,"Voie Verte du canal de Bourgogne, de Dijon à Saint Jean de Losne",https://www.af3v.org/les-voies-vertes/voies/41-voie-verte-du-canal-de-bourgogne-de-dijon-a-saint-jean-de-losne,DIJON,ST JEAN DE LOSNE,"33,3km",Voie verte lisse,Chemin de halage,26% revêtement lisse et 74% revêtement rugueux,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.003811,47.0996941754597,5.2635135765699,47.324218&crs=EPSG:4326","('5.003811', '47.0996941754597')","('5.2635135765699', '47.324218')","(5.13366228828495, 47.21195608772985)",256.37
233,"V46 - Coeur de France à vélo / Cher à vélo, de Tours à Chenonceaux",https://www.af3v.org/les-voies-vertes/voies/641-v46-coeur-de-france-a-velo-cher-a-velo-de-tours-a-chenonceaux,TOURS,CHENONCEAUX,"33,6km",Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.696132,47.32430099999999,1.082161,47.37556999999999&crs=EPSG:4326","('0.696132', '47.32430099999999')","('1.082161', '47.37556999999999')","(0.8891465, 47.34993549999999)",273.39
234,"EV17 - ViaRhôna, de Chanaz à Brégnier-Cordon",https://www.af3v.org/les-voies-vertes/voies/160-ev17-viarhona-de-chanaz-a-bregnier-cordon,CHANAZ,BREGNIER CORDON,"33,7km",Voie verte lisse,Voie verte 85%  ;  voies partagées 15%,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.64105539127911,45.63393676668831,5.79120388720971,45.81281699999999&crs=EPSG:4326","('5.64105539127911', '45.63393676668831')","('5.79120388720971', '45.81281699999999')","(5.71612963924441, 45.723376883344145)",253.03
235,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Metz à Pont-à-Mousson",https://www.af3v.org/les-voies-vertes/voies/824-v50-la-voie-bleue-moselle-saone-a-velo-de-metz-a-pont-a-mousson,METZ,PONT A MOUSSON,"33,7km",Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.02838,48.90827175145769,6.170468,49.130399999999995&crs=EPSG:4326","('6.02838', '48.90827175145769')","('6.170468', '49.130399999999995')","(6.099424, 49.01933587572884)",268.23
236,"EV4 - La Vélomaritime, de St-Valéry-sur-Somme à Fort-Mahon / Tour de la Baie de Somme",https://www.af3v.org/les-voies-vertes/voies/54-ev4-la-velomaritime-de-st-valery-sur-somme-a-fort-mahon-tour-de-la-baie-de-somme,ST VALERY SUR SOMME,FORT MAHON PLAGE,"33,9km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.5536122931785559,50.173463,1.699783,50.33981934954828&crs=EPSG:4326","('1.5536122931785559', '50.173463')","('1.699783', '50.33981934954828')","(1.626697646589278, 50.25664117477414)",267.0
237,"EV6 - La Loire à Vélo, de Boulleret (Cosne-Cours-sur-Loire) à La Charité-sur-Loire",https://www.af3v.org/les-voies-vertes/voies/626-ev6-la-loire-a-velo-de-boulleret-cosne-cours-sur-loire-a-la-charite-sur-loire,BOULLERET,LA CHARITE SUR LOIRE,"34,0km",Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.859161,47.174527,3.008355,47.41091&crs=EPSG:4326","('2.859161', '47.174527')","('3.008355', '47.41091')","(2.933758, 47.2927185)",280.08
238,"EV3 - Scandibérique / Voie Verte de l'Avesnois, de Maubeuge à Glageon",https://www.af3v.org/les-voies-vertes/voies/111-scandiberique-voie-verte-de-l-avesnois-de-maubeuge-a-glageon,MAUBEUGE,GLAGEON,"34,0km",Voie verte lisse,Voie ferrée,Stabilisé bien roulant,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.968092167212123,50.05738199999999,4.089505,50.27365275703788&crs=EPSG:4326","('3.968092167212123', '50.05738199999999')","('4.089505', '50.27365275703788')","(4.028798583606061, 50.165517378518935)",266.4
239,"V33 - La Seine à vélo / Voie Verte du canal de la Haute-Seine, de Nogent-sur-Seine à Méry-sur-Seine",https://www.af3v.org/les-voies-vertes/voies/309-la-seine-a-velo-voie-verte-du-canal-de-la-haute-seine-de-nogent-sur-seine-a-mery-sur-seine,NOGENT SUR SEINE,MERY SUR SEINE,"34,2km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.49788,48.495674,3.8886021112761298,48.5611628358405&crs=EPSG:4326","('3.49788', '48.495674')","('3.8886021112761298', '48.5611628358405')","(3.693241055638065, 48.52841841792025)",273.1
240,Promenade des Berges de l'Orne,https://www.af3v.org/les-voies-vertes/voies/222-promenade-des-berges-de-l-orne,MOINEVILLE,ROMBAS,"34,4km",Voie verte lisse,Canal,Béton de ciment,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.908684,49.1929520513717,6.18161292336594,49.288189961994405&crs=EPSG:4326","('5.908684', '49.1929520513717')","('6.18161292336594', '49.288189961994405')","(6.04514846168297, 49.240571006683055)",273.99
241,"EV15 - Véloroute du Rhin, de Drusenheim à Strasbourg",https://www.af3v.org/les-voies-vertes/voies/198-ev15-veloroute-du-rhin-de-drusenheim-a-strasbourg,DRUSENHEIM,STRASBOURG,"34,5km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.738244999999999,48.573901000000006,7.952501815421092,48.75923876818393&crs=EPSG:4326","('7.738244999999999', '48.573901000000006')","('7.952501815421092', '48.75923876818393')","(7.845373407710546, 48.66656988409197)",259.09
242,Voie Verte de l'Armagnac,https://www.af3v.org/les-voies-vertes/voies/299-voie-verte-de-l-armagnac,CONDOM,EAUZE,"34,6km",Voie verte lisse,Voie ferrée,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.10547840636205347,43.86319645329662,0.365149,43.960105999999996&crs=EPSG:4326","('0.10547840636205347', '43.86319645329662')","('0.365149', '43.960105999999996')","(0.23531370318102673, 43.9116512266483)",272.17
243,"V46 - Cœur de France à vélo / Canal de Berry, de Saint-Amand-Montrond à Magnette (Audes - Reugny)",https://www.af3v.org/les-voies-vertes/voies/429-v46-c-ur-de-france-a-velo-canal-de-berry-de-saint-amand-montrond-a-magnette-audes-reugny,ST AMAND MONTROND,AUDES,"34,7km",Voie verte lisse,Canal,variable,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.489478,46.462864,2.6162140000000003,46.718673999999986&crs=EPSG:4326","('2.489478', '46.462864')","('2.6162140000000003', '46.718673999999986')","(2.552846, 46.590768999999995)",281.62
244,D802 - Voie Verte de Mios à Hostens (D802),https://www.af3v.org/les-voies-vertes/voies/17-voie-verte-de-mios-a-hostens-d802,BIGANOS,HOSTENS,"34,9km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.967245,44.476957,-0.655159,44.638268&crs=EPSG:4326","('-0.967245', '44.476957')","('-0.655159', '44.638268')","(-0.811202, 44.5576125)",274.61
245,"EV8 - La Méditerranée à vélo, de Cannes à Nice / La Littorale",https://www.af3v.org/les-voies-vertes/voies/289-la-mediterranee-a-velo-de-cannes-a-nice-la-littorale,CANNES,NICE,"35,5km",Voie verte lisse,"Route (24%), pistes cyclables (76 %)",Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.01648768251502,43.536638450603306,7.2840110000000005,43.69846199999999&crs=EPSG:4326","('7.01648768251502', '43.536638450603306')","('7.2840110000000005', '43.69846199999999')","(7.15024934125751, 43.61755022530165)",225.03
246,"VD3 - St-Malo - Presqu'Île de Rhuys, de Ploërmel à Questembert",https://www.af3v.org/les-voies-vertes/voies/555-v3-bretagne-st-malo-presqu-ile-de-rhuys-de-ploermel-a-questembert,PLOERMEL,QUESTEMBERT,"35,5km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-2.45353247043407,47.665539424177084,-2.389253,47.935104&crs=EPSG:4326","('-2.45353247043407', '47.665539424177084')","('-2.389253', '47.935104')","(-2.421392735217035, 47.80032171208855)",265.48
247,"EV6 - Véloroute du Doubs, de Ranchot à Besançon",https://www.af3v.org/les-voies-vertes/voies/591-ev6-veloroute-du-doubs-de-ranchot-a-besancon,RANCHOT,BESANCON,"35,6km",Voie verte lisse,Route et chemin de halage,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.724287,47.138904,6.032635,47.229941&crs=EPSG:4326","('5.724287', '47.138904')","('6.032635', '47.229941')","(5.878461, 47.1844225)",258.19
248,"Le Canal des deux mers à vélo (V80), de Bordeaux à Daignac",https://www.af3v.org/les-voies-vertes/voies/16-le-canal-des-deux-mers-a-velo-v80-de-bordeaux-a-daignac,BORDEAUX,DAIGNAC,"35,7km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.5604299827918608,44.770859,-0.216152,44.839821999999984&crs=EPSG:4326","('-0.5604299827918608', '44.770859')","('-0.216152', '44.839821999999984')","(-0.38829099139593043, 44.80534049999999)",274.6
249,"EV1 - La Vélodyssée, de Lacanau-Océan à Lège-Cap-Ferret",https://www.af3v.org/les-voies-vertes/voies/20-ev1-la-velodyssee-de-lacanau-ocean-a-lege-cap-ferret,LACANAU,LEGE CAP FERRET,"36,1km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.230608,44.776266999999976,-1.143523,45.00346199999999&crs=EPSG:4326","('-1.230608', '44.776266999999976')","('-1.143523', '45.00346199999999')","(-1.1870655, 44.88986449999999)",273.98
250,"V52 - Paris - Strasbourg, de Einville-au-Jard à Gondrexange / Voie verte du canal de la Marne au Rhin",https://www.af3v.org/les-voies-vertes/voies/838-v52-paris-strasbourg-de-einville-au-jard-a-gondrexange-voie-verte-du-canal-de-la-marne-au-rhin,EINVILLE AU JARD,GONDREXANGE,"36,1km",Voie verte lisse,piste cyclable,enduit ou enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.491852,48.657216000000005,6.909156,48.706836&crs=EPSG:4326","('6.491852', '48.657216000000005')","('6.909156', '48.706836')","(6.7005040000000005, 48.68202600000001)",257.88
251,"V64 - Véloroute Trans'Alpes, de Veurey-Voroize à Séchilienne",https://www.af3v.org/les-voies-vertes/voies/157-v64-veloroute-trans-alpes-de-veurey-voroize-a-sechilienne,VEUREY VOROIZE,SECHILIENNE,"36,7km",Voie verte lisse,rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.61981,45.04962379798208,5.83512874712587,45.27253099999998&crs=EPSG:4326","('5.61981', '45.04962379798208')","('5.83512874712587', '45.27253099999998')","(5.7274693735629345, 45.161077398991026)",253.61
