,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,% Couverture correspondant (200m),Groupes nature voie,Energie produite annuelle (kWh),Énergie produite annuelle (kWh / 860m2 de panneau),Unnamed: 0,SolarScore
238,"EV6 - La Loire à Vélo, de Boulleret (Cosne-Cours-sur-Loire) à La Charité-sur-Loire",https://www.af3v.org/les-voies-vertes/voies/626-ev6-la-loire-a-velo-de-boulleret-cosne-cours-sur-loire-a-la-charite-sur-loire,Boulleret,La charite sur loire,34.0,Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.859161,47.174527,3.008355,47.41091&crs=EPSG:4326","('2.859161', '47.174527')","('3.008355', '47.41091')","(2.933758, 47.2927185)",0.59,Bord de route,73.45,63167.0,237,D
239,"EV3 - Scandibérique / Voie Verte de l'Avesnois, de Maubeuge à Glageon",https://www.af3v.org/les-voies-vertes/voies/111-scandiberique-voie-verte-de-l-avesnois-de-maubeuge-a-glageon,Maubeuge,Glageon,34.0,Voie verte lisse,Voie ferrée,Stabilisé bien roulant,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.968092167212123,50.05738199999999,4.089505,50.27365275703788&crs=EPSG:4326","('3.968092167212123', '50.05738199999999')","('4.089505', '50.27365275703788')","(4.028798583606061, 50.165517378518935)",0.59,Bord de voie ferrée,61.46,52856.0,238,E
240,"V33 - La Seine à vélo / Voie Verte du canal de la Haute-Seine, de Nogent-sur-Seine à Méry-sur-Seine",https://www.af3v.org/les-voies-vertes/voies/309-la-seine-a-velo-voie-verte-du-canal-de-la-haute-seine-de-nogent-sur-seine-a-mery-sur-seine,Nogent sur seine,Mery sur seine,34.2,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.49788,48.495674,3.8886021112761298,48.5611628358405&crs=EPSG:4326","('3.49788', '48.495674')","('3.8886021112761298', '48.5611628358405')","(3.693241055638065, 48.52841841792025)",0.58,Bord de rivière ou canal,69.1,59426.0,239,E
241,Promenade des Berges de l'Orne,https://www.af3v.org/les-voies-vertes/voies/222-promenade-des-berges-de-l-orne,Moineville,Rombas,34.4,Voie verte lisse,Canal,Béton de ciment,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.908684,49.1929520513717,6.18161292336594,49.288189961994405&crs=EPSG:4326","('5.908684', '49.1929520513717')","('6.18161292336594', '49.288189961994405')","(6.04514846168297, 49.240571006683055)",0.58,Bord de rivière ou canal,72.16,62058.0,240,D
242,"EV15 - Véloroute du Rhin, de Drusenheim à Strasbourg",https://www.af3v.org/les-voies-vertes/voies/198-ev15-veloroute-du-rhin-de-drusenheim-a-strasbourg,Drusenheim,Strasbourg,34.5,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.738244999999999,48.573901000000006,7.952501815421092,48.75923876818393&crs=EPSG:4326","('7.738244999999999', '48.573901000000006')","('7.952501815421092', '48.75923876818393')","(7.845373407710546, 48.66656988409197)",0.58,Bord de route,74.93,64440.0,241,D
243,Voie Verte de l'Armagnac,https://www.af3v.org/les-voies-vertes/voies/299-voie-verte-de-l-armagnac,Condom,Eauze,34.6,Voie verte lisse,Voie ferrée,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.10547840636205347,43.86319645329662,0.365149,43.960105999999996&crs=EPSG:4326","('0.10547840636205347', '43.86319645329662')","('0.365149', '43.960105999999996')","(0.23531370318102673, 43.9116512266483)",0.58,Bord de voie ferrée,83.78,72051.0,242,C
244,"V46 - Cœur de France à vélo / Canal de Berry, de Saint-Amand-Montrond à Magnette (Audes - Reugny)",https://www.af3v.org/les-voies-vertes/voies/429-v46-c-ur-de-france-a-velo-canal-de-berry-de-saint-amand-montrond-a-magnette-audes-reugny,St amand montrond,Audes,34.7,Voie verte lisse,Canal,variable,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.489478,46.462864,2.6162140000000003,46.718673999999986&crs=EPSG:4326","('2.489478', '46.462864')","('2.6162140000000003', '46.718673999999986')","(2.552846, 46.590768999999995)",0.58,Bord de rivière ou canal,75.6,65016.0,243,D
245,D802 - Voie Verte de Mios à Hostens (D802),https://www.af3v.org/les-voies-vertes/voies/17-voie-verte-de-mios-a-hostens-d802,Biganos,Hostens,34.9,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.967245,44.476957,-0.655159,44.638268&crs=EPSG:4326","('-0.967245', '44.476957')","('-0.655159', '44.638268')","(-0.811202, 44.5576125)",0.57,Bord de voie ferrée,82.58,71019.0,244,C
246,"EV8 - La Méditerranée à vélo, de Cannes à Nice / La Littorale",https://www.af3v.org/les-voies-vertes/voies/289-la-mediterranee-a-velo-de-cannes-a-nice-la-littorale,Cannes,Nice,35.5,Voie verte lisse,"Route (24%), pistes cyclables (76 %)",Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.01648768251502,43.536638450603306,7.2840110000000005,43.69846199999999&crs=EPSG:4326","('7.01648768251502', '43.536638450603306')","('7.2840110000000005', '43.69846199999999')","(7.15024934125751, 43.61755022530165)",0.56,Bord de route,112.46,96716.0,245,A
247,"VD3 - St-Malo - Presqu'Île de Rhuys, de Ploërmel à Questembert",https://www.af3v.org/les-voies-vertes/voies/555-v3-bretagne-st-malo-presqu-ile-de-rhuys-de-ploermel-a-questembert,Ploermel,Questembert,35.5,Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-2.45353247043407,47.665539424177084,-2.389253,47.935104&crs=EPSG:4326","('-2.45353247043407', '47.665539424177084')","('-2.389253', '47.935104')","(-2.421392735217035, 47.80032171208855)",0.56,Ancienne ligne ferrovière,65.73,56528.0,246,E
248,"EV6 - Véloroute du Doubs, de Ranchot à Besançon",https://www.af3v.org/les-voies-vertes/voies/591-ev6-veloroute-du-doubs-de-ranchot-a-besancon,Ranchot,Besancon,35.6,Voie verte lisse,Route et chemin de halage,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.724287,47.138904,6.032635,47.229941&crs=EPSG:4326","('5.724287', '47.138904')","('6.032635', '47.229941')","(5.878461, 47.1844225)",0.56,Bord de rivière ou canal,77.74,66856.0,247,D
249,"Le Canal des deux mers à vélo (V80), de Bordeaux à Daignac",https://www.af3v.org/les-voies-vertes/voies/16-le-canal-des-deux-mers-a-velo-v80-de-bordeaux-a-daignac,Bordeaux,Daignac,35.7,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.5604299827918608,44.770859,-0.216152,44.839821999999984&crs=EPSG:4326","('-0.5604299827918608', '44.770859')","('-0.216152', '44.839821999999984')","(-0.38829099139593043, 44.80534049999999)",0.56,Bord de voie ferrée,79.52,68387.0,248,D
250,"EV1 - La Vélodyssée, de Lacanau-Océan à Lège-Cap-Ferret",https://www.af3v.org/les-voies-vertes/voies/20-ev1-la-velodyssee-de-lacanau-ocean-a-lege-cap-ferret,Lacanau,Lege cap ferret,36.1,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.230608,44.776266999999976,-1.143523,45.00346199999999&crs=EPSG:4326","('-1.230608', '44.776266999999976')","('-1.143523', '45.00346199999999')","(-1.1870655, 44.88986449999999)",0.55,Bord de sentier,89.26,76764.0,249,C
251,"V52 - Paris - Strasbourg, de Einville-au-Jard à Gondrexange / Voie verte du canal de la Marne au Rhin",https://www.af3v.org/les-voies-vertes/voies/838-v52-paris-strasbourg-de-einville-au-jard-a-gondrexange-voie-verte-du-canal-de-la-marne-au-rhin,Einville au jard,Gondrexange,36.1,Voie verte lisse,piste cyclable,enduit ou enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.491852,48.657216000000005,6.909156,48.706836&crs=EPSG:4326","('6.491852', '48.657216000000005')","('6.909156', '48.706836')","(6.7005040000000005, 48.68202600000001)",0.55,Piste cyclable,70.35,60501.0,250,D
252,"V64 - Véloroute Trans'Alpes, de Veurey-Voroize à Séchilienne",https://www.af3v.org/les-voies-vertes/voies/157-v64-veloroute-trans-alpes-de-veurey-voroize-a-sechilienne,Veurey voroize,Sechilienne,36.7,Voie verte lisse,rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.61981,45.04962379798208,5.83512874712587,45.27253099999998&crs=EPSG:4326","('5.61981', '45.04962379798208')","('5.83512874712587', '45.27253099999998')","(5.7274693735629345, 45.161077398991026)",0.54,Bord de rivière ou canal,83.17,71526.0,251,C
253,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Fontenoy-le-Château à Jussey (Haute-Saône)",https://www.af3v.org/les-voies-vertes/voies/828-v50-la-voie-bleue-moselle-saone-a-velo-de-fontenoy-le-chateau-a-jussey-haute-saone,Fontenoy le chateau,Jussey,37.1,Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.8989720000000005,47.824940121417306,6.200762999999999,47.974776&crs=EPSG:4326","('5.8989720000000005', '47.824940121417306')","('6.200762999999999', '47.974776')","(6.0498674999999995, 47.89985806070865)",0.54,Voie verte,73.13,62892.0,252,D
254,"V33 - La Seine à vélo / Voie verte de la Seine, de Méry-sur-Seine à Troyes",https://www.af3v.org/les-voies-vertes/voies/453-la-seine-a-velo-voie-verte-de-la-seine-de-mery-sur-seine-a-troyes,Mery sur seine,St julien les villas,37.1,Voie verte lisse,Piste cyclable,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.88860211127613,48.264798,4.111926,48.51088013457557&crs=EPSG:4326","('3.88860211127613', '48.264798')","('4.111926', '48.51088013457557')","(4.000264055638065, 48.387839067287786)",0.54,Piste cyclable,71.54,61524.0,253,D
255,"EV6 - Véloroute du Doubs, de Samerey à Ranchot",https://www.af3v.org/les-voies-vertes/voies/220-ev6-veloroute-du-doubs-de-samerey-a-ranchot,Samerey,Ranchot,37.5,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.356162,47.055453,5.726662000000001,47.15253&crs=EPSG:4326","('5.356162', '47.055453')","('5.726662000000001', '47.15253')","(5.541412000000001, 47.1039915)",0.53,Bord de rivière ou canal,76.54,65824.0,254,D
256,Voie des Salines,https://www.af3v.org/les-voies-vertes/voies/219-voie-des-salines,Rans,Salins les bains,38.0,Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.726126,46.94587902471358,5.879811466897271,47.144445&crs=EPSG:4326","('5.726126', '46.94587902471358')","('5.879811466897271', '47.144445')","(5.802968733448635, 47.04516201235678)",0.53,Bord de route,77.13,66332.0,255,D
257,"EV6 - de l'Atlantique à la Mer Noire, de Nevers à Champvert (Decize)",https://www.af3v.org/les-voies-vertes/voies/560-ev6-de-l-atlantique-a-la-mer-noire-de-nevers-a-champvert-decize,Nevers,Champvert,38.2,Voie verte lisse,chemin de halage (95%) routes partagées (5%),Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.181491,46.809823,3.511784,46.963819&crs=EPSG:4326","('3.181491', '46.809823')","('3.511784', '46.963819')","(3.3466375, 46.886821)",0.52,Bord de rivière ou canal,74.37,63958.0,256,D
258,Pistes de la Forêt de Rambouillet,https://www.af3v.org/les-voies-vertes/voies/233-pistes-de-la-foret-de-rambouillet,Rambouillet,Rambouillet,38.3,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.684213,48.661964,1.858245,48.760772&crs=EPSG:4326","('1.684213', '48.661964')","('1.858245', '48.760772')","(1.771229, 48.711368)",0.52,Bord de sentier,63.92,54971.0,257,E
259,Voie Verte Hourtin - Lacanau,https://www.af3v.org/les-voies-vertes/voies/398-voie-verte-hourtin-lacanau,Hourtin,Lacanau,38.3,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.167495,44.978206,-1.049713,45.235863&crs=EPSG:4326","('-1.167495', '44.978206')","('-1.049713', '45.235863')","(-1.108604, 45.1070345)",0.52,Bord de voie ferrée,87.74,75456.0,258,C
260,"EV4 - La Vélomaritime, de Fort-Mahon à Le Touquet-Paris-Plage",https://www.af3v.org/les-voies-vertes/voies/681-ev4-la-velomaritime-de-fort-mahon-a-le-touquet-paris-plage,Fort mahon plage,Le touquet paris plage,38.9,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.5668208194102302,50.3399227225205,1.6596398795329803,50.511209&crs=EPSG:4326","('1.5668208194102302', '50.3399227225205')","('1.6596398795329803', '50.511209')","(1.6132303494716052, 50.42556586126025)",0.51,Bord de route,72.16,62058.0,259,D
261,"EV4 - La Vélomaritime, de Le Tréport à St-Valéry-sur-Somme.",https://www.af3v.org/les-voies-vertes/voies/679-ev4-la-velomaritime-de-le-treport-a-st-valery-sur-somme,Le treport,St valery sur somme,39.5,Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.37511,50.062097999999985,1.65380244715819,50.21494800000001&crs=EPSG:4326","('1.37511', '50.062097999999985')","('1.65380244715819', '50.21494800000001')","(1.514456223579095, 50.13852299999999)",0.51,Bord de route,71.51,61499.0,260,D
262,"EV3 / V81 - Véloroute du Piémont Pyrénéen (V81) et La Scandibérique (EV3), de Urt à Escos",https://www.af3v.org/les-voies-vertes/voies/662-veloroute-du-piemont-pyreneen-v81-et-la-scandiberique-ev3-de-urt-a-escos,Urt,Escos,39.3,Voie verte lisse,Chemin de halage et voies partagées.,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.293939,43.438861990189686,-0.9941681071449909,43.526002&crs=EPSG:4326","('-1.293939', '43.438861990189686')","('-0.9941681071449909', '43.526002')","(-1.1440535535724954, 43.48243199509484)",0.51,Bord de rivière ou canal,77.63,66762.0,261,D
263,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Semuy à Dom-le-Mesnil",https://www.af3v.org/les-voies-vertes/voies/1168-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-semuy-a-dom-le-mesnil,Semuy,Dom le mesnil,39.7,Voie verte lisse,véloroute,enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.65251759269734,49.4854241857397,4.85953691621966,49.6935493352743&crs=EPSG:4326","('4.65251759269734', '49.4854241857397')","('4.85953691621966', '49.6935493352743')","(4.7560272544585, 49.589486760507)",0.5,Bord de route,63.6,54696.0,262,E
264,"EV8 - La Méditerranée à vélo, de Beaucaire à Cavaillon",https://www.af3v.org/les-voies-vertes/voies/94-la-mediterranee-a-velo-de-beaucaire-a-cavaillon,Beaucaire,Cavaillon,39.7,Voie verte lisse,voies partagées (44%) - Voies vertes (56%),Enrobé lisse pour l'essentiel,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.43698987496089,43.67127686818807,5.033627,43.8288089750559&crs=EPSG:4326","('4.43698987496089', '43.67127686818807')","('5.033627', '43.8288089750559')","(4.735308437480445, 43.75004292162198)",0.5,Voie verte,112.7,96922.0,263,A
265,"VD3 - St-Malo - Presqu'Île de Rhuys, de St-Méen-le-Grand à Ploërmel",https://www.af3v.org/les-voies-vertes/voies/554-v3-bretagne-st-malo-presqu-ile-de-rhuys-de-st-meen-le-grand-a-ploermel,St meen le grand,Ploermel,40.1,Voie verte lisse,Voie Verte 55 % ; voies partagées 45 %,Enrobé lisse ou voie asphaltée,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-2.408527,47.935104,-2.173313,48.184837&crs=EPSG:4326","('-2.408527', '47.935104')","('-2.173313', '48.184837')","(-2.29092, 48.059970500000006)",0.5,Voie verte,64.52,55487.0,264,E
266,Voie Verte Le Lude - La Flèche - Baugé,https://www.af3v.org/les-voies-vertes/voies/186-voie-verte-le-lude-la-fleche-bauge,Le lude,Bauge en anjou,40.7,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.101849,47.539687,0.16581999999999997,47.694101&crs=EPSG:4326","('-0.101849', '47.539687')","('0.16581999999999997', '47.694101')","(0.031985499999999986, 47.616894)",0.49,Bord de voie ferrée,66.36,57070.0,265,E
267,"V53 - Entre Champagne et Bourgogne, de Chaumont à Langres",https://www.af3v.org/les-voies-vertes/voies/1094-v53-entre-champagne-et-bourgogne-de-chaumont-a-langres,Chaumont,Langres,40.8,Voie verte lisse,Voie verte,Enduit,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.153725,47.870462480706394,5.341580864228131,48.115895&crs=EPSG:4326","('5.153725', '47.870462480706394')","('5.341580864228131', '48.115895')","(5.2476529321140655, 47.9931787403532)",0.49,Voie verte,70.64,60750.0,266,D
268,"EV3 - Scandibérique, de Senlis à Claye-Souilly / Trans'Oise,  de Senlis à Ermenonville",https://www.af3v.org/les-voies-vertes/voies/407-ev3-scandiberique-de-senlis-a-claye-souilly-trans-oise-de-senlis-a-ermenonville,Senlis,Claye souilly,41.0,Voie verte lisse,Route forestière,Stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.5919,48.956453,2.68348265557911,49.206886999999995&crs=EPSG:4326","('2.5919', '48.956453')","('2.68348265557911', '49.206886999999995')","(2.637691327789555, 49.08167)",0.49,Bord de route,65.44,56278.0,267,E
269,"EV6 - Véloroute du Doubs, de Besançon à Baume-les-Dames",https://www.af3v.org/les-voies-vertes/voies/218-ev6-veloroute-du-doubs-de-besancon-a-baume-les-dames,Besancon,Baume les dames,41.8,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.030753,47.225815,6.833458,47.504433&crs=EPSG:4326","('6.030753', '47.225815')","('6.833458', '47.504433')","(6.4321055000000005, 47.365123999999994)",0.48,Bord de rivière ou canal,73.45,63167.0,268,D
270,"EV19 - La Meuse à vélo, de Dun-sur-Meuse à Verdun",https://www.af3v.org/les-voies-vertes/voies/724-ev19-la-meuse-a-velo-de-dun-sur-meuse-a-verdun,Dun sur meuse,Verdun,42.3,Voie verte lisse,Routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.16884,49.159445999999996,5.387555,49.381067&crs=EPSG:4326","('5.16884', '49.159445999999996')","('5.387555', '49.381067')","(5.2781975, 49.2702565)",0.47,Bord de route,68.19,58643.0,269,E
271,Voie verte de la Bresse jurassienne,https://www.af3v.org/les-voies-vertes/voies/965-voie-verte-de-la-bresse-jurassienne,Tavaux,Lons le saunier,42.5,Voie verte lisse,Ancienne voie ferrée,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.40707977702594,46.67455465502621,5.494940082339431,47.05936554081539&crs=EPSG:4326","('5.40707977702594', '46.67455465502621')","('5.494940082339431', '47.05936554081539')","(5.4510099296826855, 46.8669600979208)",0.47,Ancienne ligne ferrovière,76.52,65807.0,270,D
272,"Véloroute du Canal d'Aire à La Bassée, de Aire-sur-la-Lys à Billy-Berclau",https://www.af3v.org/les-voies-vertes/voies/1249-veloroute-du-canal-d-aire-a-la-bassee-de-aire-sur-la-lys-a-billy-berclau,Aire sur la lys,Billy berclau,42.4,Voie verte lisse,Voie Verte,asphalte,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.4134399988689306,50.496926309865195,2.88531419365558,50.642498305002576&crs=EPSG:4326","('2.4134399988689306', '50.496926309865195')","('2.88531419365558', '50.642498305002576')","(2.6493770962622554, 50.56971230743389)",0.47,Voie verte,63.59,54687.0,271,E
273,"V70 - La Régordane, de Sommières à Palavas-les-Flots",https://www.af3v.org/les-voies-vertes/voies/209-la-regordane-de-sommieres-a-palavas-les-flots,Sommieres,Palavas les flots,43.7,Voie verte lisse,Diverse,Divers,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.8942589999999995,43.531436,4.091344,43.78699499999999&crs=EPSG:4326","('3.8942589999999995', '43.531436')","('4.091344', '43.78699499999999')","(3.9928014999999997, 43.659215499999995)",0.46,Voie verte,105.73,90928.0,272,B
274,Voie Verte d'Evreux à la vallée du Bec,https://www.af3v.org/les-voies-vertes/voies/92-voie-verte-d-evreux-a-la-vallee-du-bec,Evreux,Le bec hellouin,43.9,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.705601,49.016255,1.136927,49.241038&crs=EPSG:4326","('0.705601', '49.016255')","('1.136927', '49.241038')","(0.9212640000000001, 49.1286465)",0.46,Bord de voie ferrée,65.11,55995.0,273,E
275,V85 - de Le Vigan à Quissac,https://www.af3v.org/les-voies-vertes/voies/348-de-le-vigan-a-quissac,Le vigan,Quissac,43.9,Voie verte lisse,ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.6071210000000002,43.907837999999984,4.006705,44.0024706755921&crs=EPSG:4326","('3.6071210000000002', '43.907837999999984')","('4.006705', '44.0024706755921')","(3.806913, 43.955154337796046)",0.46,Ancienne ligne ferrovière,98.72,84899.0,274,B
276,"V56 - St-Jacques à vélo / Vélovoie des lacs de la forêt d'Orient, de St-Julien-les-Villas à Dienville",https://www.af3v.org/les-voies-vertes/voies/69-st-jacques-a-velo-velovoie-des-lacs-de-la-foret-d-orient-de-st-julien-les-villas-a-dienville,St julien les villas,Dienville,44.0,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.110515,48.254733,4.526584,48.356137&crs=EPSG:4326","('4.110515', '48.254733')","('4.526584', '48.356137')","(4.3185495, 48.305435)",0.45,Bord de sentier,70.62,60733.0,275,D
277,V65 - de  Toulon au Lavandou / Parcours cyclable du littoral,https://www.af3v.org/les-voies-vertes/voies/35-v65-de-toulon-au-lavandou-parcours-cyclable-du-littoral,Toulon,Le lavandou,44.1,Voie verte lisse,Voies en site propre 85% ; voies partagées 15%,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.929205,43.07977,6.358866,43.15064&crs=EPSG:4326","('5.929205', '43.07977')","('6.358866', '43.15064')","(6.144035499999999, 43.115205)",0.45,Voie verte,121.3,104318.0,276,A
278,"V52 - Voie verte de la Marne, de Dormans à Condé-sur-Marne",https://www.af3v.org/les-voies-vertes/voies/471-v52-voie-verte-de-la-marne-de-dormans-a-conde-sur-marne,Dormans,Conde sur marne,44.6,Voie verte lisse,Chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.636156721448523,49.041447999999995,4.177516,49.098901&crs=EPSG:4326","('3.636156721448523', '49.041447999999995')","('4.177516', '49.098901')","(3.9068363607242613, 49.07017449999999)",0.45,Bord de rivière ou canal,65.15,56029.0,277,E
279,"V41 - V41 : St-Jacques à vélo via Chartres / Voie verte de la vallée de l'Eure, de Pacy-sur-Eure à Sainte-Gemme-Moronval",https://www.af3v.org/les-voies-vertes/voies/346-v41-st-jacques-a-velo-via-chartres-voie-verte-de-la-vallee-de-l-eure-de-pacy-sur-eure-a-sainte-gemme-moronval,St georges motel,Bueil,44.7,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3414019999999998,48.737720999999986,1.46185,49.01376414502879&crs=EPSG:4326","('1.3414019999999998', '48.737720999999986')","('1.46185', '49.01376414502879')","(1.4016259999999998, 48.87574257251438)",0.45,Bord de voie ferrée,66.67,57336.0,278,E
280,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Berry-au-Bac à Rethel",https://www.af3v.org/les-voies-vertes/voies/1062-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-berry-au-bac-a-rethel,Berry au bac,Rethel,44.9,Voie verte lisse,Site propre,enduit,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.9047429999999994,49.39880500000001,4.36186807757094,49.52402288676309&crs=EPSG:4326","('3.9047429999999994', '49.39880500000001')","('4.36186807757094', '49.52402288676309')","(4.13330553878547, 49.46141394338155)",0.45,Voie verte,67.88,58377.0,279,E
281,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte du canal des Vosges, d'Épinal à Fontenoy-le-Château",https://www.af3v.org/les-voies-vertes/voies/14-v50-la-voie-bleue-moselle-saone-a-velo-voie-verte-du-canal-des-vosges-d-epinal-a-fontenoy-le-chateau,Epinal,Fontenoy le chateau,45.9,Voie verte lisse,Canal,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.200345,47.974776,6.451201,48.20889920633301&crs=EPSG:4326","('6.200345', '47.974776')","('6.451201', '48.20889920633301')","(6.325773, 48.0918376031665)",0.44,Bord de rivière ou canal,73.45,63167.0,280,D
282,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/903-voie-verte-la-traverse,St trivier de courtes,Attignat,24.6,Voie verte lisse,ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.262109382277,5.17466171262422,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.262109382277')","('5.17466171262422', '46.45792289103629')","(5.126783416020437, 46.36001613665665)",0.81,Ancienne ligne ferrovière,81.71,70271.0,281,C
283,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/1140-voie-verte-la-traverse,Courtes,Saint-just,46.6,Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.17897245843408,5.3222483132098,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.17897245843408')","('5.3222483132098', '46.45792289103629')","(5.200576716313227, 46.31844767473518)",0.43,Voie verte,82.01,70529.0,281,C
